CIE-10	Enfermedad	MF	MG	MF o MG	Atencion_primaria	Especialistas	Especialista_1	A1	A2	A3	A4	A5	Especialista_1_Total_k	Especialista_2	B1	B2	B3	B4	B5	Especialista_2_Total_k	Especialista_3	C1	C2	C3	C4	C5	Especialista_3_Total_k	Especialista_4	D1	D2	D3	D4	D5	Especialista_4_Total_k	Especialista_5	E1	E2	E3	E4	E5	Especialista_5_Total_k	Totales	Grupo Etario
Z35.9	SUPERVISION DE EMBARAZO DE ALTO RIESGO, SIN OTRA ESPECIFICACION	1	0	0	1	4	GINECOLOGIA Y OBSTETRICIA	4	0	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z48.0	ATENCION DE LOS APOSITOS Y SUTURAS	0	0	4	4	1	CIRUGIA GENERAL	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z48.8	OTROS CUIDADOS ESPECIFICADOS POSTERIORES A LA CIRUGIA	1	0	3	4	1	CIRUGIA GENERAL	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z48.9	CUIDADO POSTERIOR A LA CIRUGIA, NO ESPECIFICADO	1	0	3	4	1	CIRUGIA GENERAL	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z51.4	ATENCION PREPARATORIA PARA TRATAMIENTO SUBSECUENTE, NO CLASIFICADO EN  OTRA PARTE	0	1	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z51.8	OTRAS ATENCIONES MEDICAS ESPECIFICADAS	0	1	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z51.9	ATENCION MEDICA, NO ESPECIFICADA	0	1	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z53.0	PROCEDIMIENTO NO REALIZADO POR CONTRAINDICACION	0	1	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z53.1	PROCEDIMIENTO NO REALIZADO POR DECISION DEL PACIENTE, POR RAZONES DE CREENCIA O PRESION DE GRUPO	0	1	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z53.2	PROCEDIMIENTO NO REALIZADO POR DECISION DEL PACIENTE, POR OTRAS RAZONES Y LAS NO ESPECIFICADAS	0	1	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z54.0	CONVALECENCIA CONSECUTIVA A CIRUGIA	1	0	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z54.4	CONVALECENCIA CONSECUTIVA A TRATAMIENTO DE FRACTURA	0	0	2	2	3	MEDICINA FISICA Y REHABILITACION	2	0	0	0	0	2	ORTOPEDIA Y TRAUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z54.7	CONVALECENCIA CONSECUTIVA A TRATAMIENTO COMBINADO	0	0	5	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z54.8	CONVALECENCIA CONSECUTIVA A OTROS TRATAMIENTOS	0	0	5	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z54.9	CONVALECENCIA CONSECUTIVA A TRATAMIENTO NO ESPECIFICADO	0	0	5	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z71.0	PERSONA QUE CONSULTA EN NOMBRE DE OTRA PERSONA	0	0	5	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z71.1	PERSONA QUE TEME ESTAR ENFERMA, A QUIEN NO SE HACE DIAGNOSTICO	0	0	5	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z71.2	PERSONA QUE CONSULTA PARA LA EXPLICACION DE HALLAZGOS DE INVESTIGACION	0	0	5	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z71.3	CONSULTA PARA INSTRUCCION Y VIGILANCIA DE LA DIETA	2	0	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z71.4	CONSULTA PARA ASESORIA Y VIGILANCIA POR ABUSO DE ALCOHOL	2	0	1	3	2	PSIQUIATRIA	0	2	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z71.7	CONSULTA PARA ASESORIA SOBRE EL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH]	4	0	1	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z71.8	OTRAS CONSULTAS ESPECIFICADAS	0	0	5	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z71.9	CONSULTA, NO ESPECIFICADA	0	1	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z75.0	PROBLEMAS RELACIONADOS CON SERVICIO MEDICO NO DISPONIBLE EN EL DOMICILIO	0	2	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z75.1	PROBLEMAS RELACIONADOS CON PERSONA ESPERANDO ADMISION EN UNA INSTITUCION APROPIADA EN OTRO LUGAR	0	2	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z75.2	PROBLEMAS RELACIONADOS CON PERSONA EN OTRO PERIODO DE ESPERA PARA INVESTIGACION Y TRATAMIENTO	1	1	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z75.3	PROBLEMAS RELACIONADOS CON ATENCION DE SALUD NO DISPONIBLE O INACCESIBLE	0	2	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z75.4	PROBLEMAS RELACIONADOS CON OTROS SERVICIOS ASISTENCIALES NO DISPONIBLES O INACCESIBLES	0	2	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z75.8	OTROS PROBLEMAS RELACIONADOS CON SERVICIOS MEDICOS Y DE SALUD	0	2	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
Z75.9	PROBLEMA NO ESPECIFICADO RELACIONADO CON SERVICIOS MEDICOS Y DE SALUD	0	2	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
A09	DIARREA Y GASTROENTERITIS DE PRESUNTO ORIGEN INFECCIOSO	0	2	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
B35.0	TIÃ'A DE LA BARBA Y DEL CUERO CABELLUDO	2	0	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
B35.1	TIÃ'A DE LAS UÃ'AS	1	1	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
B35.2	TIÃ'A DE LA MANO	1	2	2	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
B35.3	TIÃ'A DEL PIE [TINEA PEDIS]	0	2	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
B35.4	TIÃ'A DEL CUERPO [TINEA CORPORIS]	0	2	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
B35.5	TIÃ'A IMBRICADA [TINEA IMBRICATA]	0	0	3	3	2	DERMATOLOGIA	0	2	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
B35.6	TIÃ'A INGUINAL [TINEA CRURIS]	1	2	2	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
B35.8	OTRAS DERMATOFITOSIS	1	1	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
B35.9	DERMATOFITOSIS NO ESPECIFICADA	2	0	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E03.0	HIPOTIROIDISMO CONGENITO CON BOCIO DIFUSO	0	0	0	0	5	ENDOCRINOLOGIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E03.1	HIPOTIROIDISMO CONGENITO SIN BOCIO	0	0	1	1	4	ENDOCRINOLOGIA	3	1	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E03.2	HIPOTIROIDISMO DEBIDO A MEDICAMENTOS Y A OTRAS SUSTANCIAS EXOGENAS	3	0	0	3	2	ENDOCRINOLOGIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E03.4	ATROFIA DE TIROIDES (ADQUIRIDA)	0	0	0	0	5	ENDOCRINOLOGIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E03.5	COMA MIXEDEMATOSO	0	0	0	0	5	ENDOCRINOLOGIA	4	0	0	0	0	4	MEDICINA INTERNA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E03.8	OTROS HIPOTIROIDISMOS ESPECIFICADOS	3	1	0	4	1	GERIATRIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E03.9	HIPOTIROIDISMO NO ESPECIFICADO	3	1	0	4	1	GERIATRIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E10.2	DIABETES MELLITUS TIPO 1 CON COMPLICACIONES RENALES	0	0	0	0	5	ENDOCRINOLOGIA	2	0	1	0	0	3	NEFROLOGIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E10.3	DIABETES MELLITUS TIPO 1 CON COMPLICACIONES OFTALMICAS	0	0	0	0	5	OFTALMOLOGIA	3	1	0	0	0	4	ENDOCRINOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E10.4	DIABETES MELLITUS TIPO 1 CON COMPLICACIONES NEUROLOGICAS	0	0	0	0	5	NEUROLOGIA	3	1	0	0	0	4	ENDOCRINOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E10.5	DIABETES MELLITUS TIPO 1 CON COMPLICACIONES CIRCULATORIAS PERIFERICAS	0	0	0	0	5	ENDOCRINOLOGIA	2	0	1	0	0	3	CIRUGIA VASCULAR	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E10.6	DIABETES MELLITUS TIPO 1 CON OTRAS COMPLICACIONES ESPECIFICADAS	0	0	1	1	4	ENDOCRINOLOGIA	3	0	1	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E10.7	DIABETES MELLITUS TIPO 1 CON COMPLICACIONES MULTIPLES	0	0	1	1	4	ENDOCRINOLOGIA	3	0	0	0	0	3	GERIATRIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E10.8	DIABETES MELLITUS TIPO 1 CON COMPLICACIONES NO ESPECIFICADAS	0	0	1	1	4	ENDOCRINOLOGIA	3	1	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E10.9	DIABETES MELLITUS TIPO 1 SIN MENCION DE COMPLICACION	0	1	1	2	3	ENDOCRINOLOGIA	3	0	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E11.2	DIABETES MELLITUS TIPO 2 CON COMPLICACIONES RENALES	1	0	0	1	4	ENDOCRINOLOGIA	1	1	0	0	0	2	NEFROLOGIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E11.3	DIABETES MELLITUS TIPO 2 CON COMPLICACIONES OFTALMICAS	0	0	0	0	5	OFTALMOLOGIA	3	1	0	0	0	4	ENDOCRINOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E11.4	DIABETES MELLITUS TIPO 2 CON COMPLICACIONES NEUROLOGICAS	1	0	1	2	3	NEUROLOGIA	0	2	0	0	0	2	ENDOCRINOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E11.5	DIABETES MELLITUS TIPO 2 CON COMPLICACIONES CIRCULATORIAS PERIFERICAS	1	0	0	1	4	ENDOCRINOLOGIA	1	1	0	0	0	2	CIRUGIA VASCULAR	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E11.6	DIABETES MELLITUS TIPO 2 CON OTRAS COMPLICACIONES ESPECIFICADAS	1	0	0	1	4	ENDOCRINOLOGIA	1	2	0	0	0	3	GERIATRIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E11.7	DIABETES MELLITUS TIPO 2 CON COMPLICACIONES MULTIPLES	1	0	0	1	4	ENDOCRINOLOGIA	2	2	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E11.8	DIABETES MELLITUS TIPO 2 CON COMPLICACIONES NO ESPECIFICADAS	1	0	0	1	4	ENDOCRINOLOGIA	1	3	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E11.9	DIABETES MELLITUS TIPO 2 SIN MENCION DE COMPLICACION	1	2	2	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E66.0	OBESIDAD DEBIDA A EXCESO DE CALORIAS	0	0	5	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E66.2	OBESIDAD EXTREMA CON HIPOVENTILACION ALVEOLAR	0	0	0	0	5	ENDOCRINOLOGIA	2	1	1	0	0	4	NEUMOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E66.3	SOBREPESO	0	1	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E66.8	OTROS TIPOS DE OBESIDAD	0	0	4	4	1	ENDOCRINOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E66.9	OBESIDAD NO ESPECIFICADA	0	0	5	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E78.0	HIPERCOLESTEROLEMIA PURA	1	1	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E78.1	HIPERGLICERIDEMIA PURA	1	1	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E78.2	HIPERLIPIDEMIA MIXTA	1	1	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E78.4	OTRA HIPERLIPIDEMIA	1	1	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E78.5	HIPERLIPIDEMIA NO ESPECIFICADA	1	1	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E78.8	OTROS TRASTORNOS DEL METABOLISMO DE LAS LIPOPROTEINAS	1	1	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
E78.9	TRASTORNO DEL METABOLISMO DE LAS LIPOPROTEINAS NO ESPECIFICADO	1	1	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
F06.0	ALUCINOSIS ORGANICA	0	0	0	0	5	PSIQUIATRIA	3	1	0	0	0	4	PEDIATRIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
F06.1	TRASTORNO CATATONICO ORGANICO	0	0	0	0	5	PSIQUIATRIA	3	1	0	0	0	4	NEUROLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
F06.2	TRASTORNO DELIRANTE [ESQUIZOFRENIFORME] ORGANICO	0	0	0	0	5	PSIQUIATRIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
F06.3	TRASTORNOS DEL HUMOR [AFECTIVOS] ORGANICOS	0	0	0	0	5	PSIQUIATRIA	2	2	0	0	0	4	NEUROLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
F06.4	TRASTORNO DE ANSIEDAD ORGANICO	2	0	0	2	3	PSIQUIATRIA	3	0	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
F06.5	TRASTORNO DISOCIATIVO ORGANICO	0	0	0	0	5	PSIQUIATRIA	3	1	0	0	0	4	NEUROLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
F06.6	TRASTORNO DE LABILIDAD EMOCIONAL [ASTENICO] ORGANICO	0	0	0	0	5	PSIQUIATRIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
F06.7	TRASTORNO COGNOSCITIVO LEVE	2	0	1	3	2	PSIQUIATRIA	1	0	0	0	0	1	GERIATRIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
F06.8	OTROS TRASTORNOS MENTALES ESPECIFICADOS DEBIDOS A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA	0	0	1	1	4	PSIQUIATRIA	2	1	0	0	0	3	GERIATRIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
F06.9	TRASTORNO MENTAL NO ESPECIFICADO DEBIDO A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA	0	0	0	0	5	PSIQUIATRIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
F41.0	TRASTORNO DE PANICO [ANSIEDAD PAROXISTICA EPISODICA]	2	0	0	2	3	PSIQUIATRIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
F41.1	TRASTORNO DE ANSIEDAD GENERALIZADA	1	1	0	2	3	PSIQUIATRIA	2	0	0	0	0	2	GERIATRIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
F41.2	TRASTORNO MIXTO DE ANSIEDAD Y DEPRESION	2	1	0	3	2	PSIQUIATRIA	0	0	1	0	0	1	GERIATRIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
F41.3	OTROS TRASTORNOS DE ANSIEDAD MIXTOS	1	1	0	2	3	PSIQUIATRIA	3	0	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
F41.8	OTROS TRASTORNOS DE ANSIEDAD ESPECIFICADOS	2	1	0	3	2	PSIQUIATRIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
F41.9	TRASTORNO DE ANSIEDAD NO ESPECIFICADO	2	1	0	3	2	PSIQUIATRIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
G20	ENFERMEDAD DE PARKINSON	1	0	0	1	4	NEUROLOGIA	3	1	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
G25.0	TEMBLOR ESENCIAL	3	0	1	4	1	NEUROLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
G25.1	TEMBLOR INDUCIDO POR DROGAS	1	0	0	1	4	NEUROLOGIA	1	2	0	0	0	3	GERIATRIA	0	0	1	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
G25.2	OTRAS FORMAS ESPECIFICADAS DE TEMBLOR	1	0	1	2	3	NEUROLOGIA	2	0	1	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
G25.3	MIOCLONIA	1	0	1	2	3	NEUROLOGIA	3	0	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
G25.5	OTRAS COREAS	0	0	0	0	5	NEUROLOGIA	4	0	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
G25.6	TICS INDUCIDOS POR DROGAS Y OTROS TICS DE ORIGEN ORGANICO	0	0	0	0	5	NEUROLOGIA	3	1	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
G25.8	OTROS TRASTORNOS EXTRAPIRAMIDALES Y DEL MOVIMIENTO	0	0	1	1	4	NEUROLOGIA	3	1	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
G25.9	TRASTORNO EXTRAPIRAMIDAL Y DEL MOVIMIENTO NO ESPECIFICADO	0	0	0	0	5	NEUROLOGIA	4	0	0	0	0	4	GERIATRIA	0	0	1	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
G44.0	SINDROME DE CEFALEA EN RACIMOS	2	0	0	2	3	NEUROLOGIA	2	0	1	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
G44.1	CEFALEA VASCULAR NCOP	1	0	1	2	3	NEUROLOGIA	1	2	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
G44.2	CEFALEA DEBIDA A TENSION	0	0	5	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
G44.3	CEFALEA POSTRAUMATICA CRONICA	0	0	1	1	4	NEUROLOGIA	1	2	0	0	0	3	NEUROCIRUGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
G44.4	CEFALEA INDUCIDA POR DROGAS NO CLASIFICADA EN OTRA PARTE	0	0	0	0	5	NEUROLOGIA	2	2	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
G44.8	OTROS SINDROMES DE CEFALEA ESPECIFICADOS	0	0	2	2	3	NEUROLOGIA	0	3	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
G56.0	SINDROME DEL TUNEL CARPIANO	0	0	2	2	3	MEDICINA FISICA Y REHABILITACION	0	1	1	0	0	2	NEUROLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
G56.1	OTRAS LESIONES DEL NERVIO MEDIANO	0	0	0	0	5	NEUROLOGIA	2	0	1	0	0	3	MEDICINA FISICA Y REHABILITACION	0	1	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0	5	E
G56.2	LESION DEL NERVIO CUBITAL	0	0	0	0	5	NEUROLOGIA	2	1	0	0	0	3	ORTOPEDIA Y TRAUMATOLOGIA	0	2	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
G56.3	LESION DEL NERVIO RADIAL	0	0	0	0	5	NEUROLOGIA	3	0	0	0	0	3	ORTOPEDIA Y TRAUMATOLOGIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
G56.4	CAUSALGIA	0	1	1	2	3	NEUROLOGIA	2	0	0	0	0	2	MEDICINA FISICA Y REHABILITACION	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
